subjectid|activityid|variable|meanvalue
12|Sitting|fbodyaccmeany|-0.942768016862745
13|Sitting|fbodyaccmeany|-0.959673916122449
14|Sitting|fbodyaccmeany|-0.932644766111111
15|Sitting|fbodyaccmeany|-0.938926430779661
16|Sitting|fbodyaccmeany|-0.961456685507246
17|Sitting|fbodyaccmeany|-0.96992798921875
18|Sitting|fbodyaccmeany|-0.976538530350877
19|Sitting|fbodyaccmeany|-0.960763181917808
20|Sitting|fbodyaccmeany|-0.945198619242424
21|Sitting|fbodyaccmeany|-0.968060947058824
22|Sitting|fbodyaccmeany|-0.939546007903226
23|Sitting|fbodyaccmeany|-0.953460406470588
24|Sitting|fbodyaccmeany|-0.962773200147059
25|Sitting|fbodyaccmeany|-0.959117259384615
26|Sitting|fbodyaccmeany|-0.954299410641026
27|Sitting|fbodyaccmeany|-0.974057855571429
28|Sitting|fbodyaccmeany|-0.946351650416667
29|Sitting|fbodyaccmeany|-0.969609501666667
30|Sitting|fbodyaccmeany|-0.954076042258065
1|Standing|fbodyaccmeany|-0.977070847735849
2|Standing|fbodyaccmeany|-0.959871697407407
3|Standing|fbodyaccmeany|-0.908075353770492
4|Standing|fbodyaccmeany|-0.889549205
5|Standing|fbodyaccmeany|-0.890796360535714
6|Standing|fbodyaccmeany|-0.930336471754386
7|Standing|fbodyaccmeany|-0.941883783773585
8|Standing|fbodyaccmeany|-0.9500491
9|Standing|fbodyaccmeany|-0.944849431777778
10|Standing|fbodyaccmeany|-0.923378745227273
11|Standing|fbodyaccmeany|-0.968703072553191
12|Standing|fbodyaccmeany|-0.932775677704918
13|Standing|fbodyaccmeany|-0.959427618245614
14|Standing|fbodyaccmeany|-0.942178248333333
15|Standing|fbodyaccmeany|-0.943348788679245
16|Standing|fbodyaccmeany|-0.96931401525641
17|Standing|fbodyaccmeany|-0.97417056948718
18|Standing|fbodyaccmeany|-0.961239135479452
19|Standing|fbodyaccmeany|-0.952872872465753
20|Standing|fbodyaccmeany|-0.898194212465753
21|Standing|fbodyaccmeany|-0.949694904269663
22|Standing|fbodyaccmeany|-0.929161387619048
23|Standing|fbodyaccmeany|-0.962831825294118
24|Standing|fbodyaccmeany|-0.948970158405797
25|Standing|fbodyaccmeany|-0.959846189054054
26|Standing|fbodyaccmeany|-0.958402317837838
27|Standing|fbodyaccmeany|-0.961356141125
28|Standing|fbodyaccmeany|-0.893430392658228
29|Standing|fbodyaccmeany|-0.973345770461538
30|Standing|fbodyaccmeany|-0.919475121186441
1|Walking|fbodyaccmeany|0.0897127264021053
2|Walking|fbodyaccmeany|-0.0219048103322034
3|Walking|fbodyaccmeany|-0.0813024353275862
4|Walking|fbodyaccmeany|-0.14939963344
5|Walking|fbodyaccmeany|0.00946037755178572
6|Walking|fbodyaccmeany|0.140781621991228
7|Walking|fbodyaccmeany|-0.0641564202736842
8|Walking|fbodyaccmeany|0.316982393333333
9|Walking|fbodyaccmeany|-0.257677616153846
10|Walking|fbodyaccmeany|0.0533911909886792
11|Walking|fbodyaccmeany|-0.0830478435976271
12|Walking|fbodyaccmeany|-0.071302455092
13|Walking|fbodyaccmeany|0.0955150666694737
14|Walking|fbodyaccmeany|-0.174601844847458
15|Walking|fbodyaccmeany|0.111321097159074
16|Walking|fbodyaccmeany|-0.321500667843137
17|Walking|fbodyaccmeany|-0.0650267622126229
18|Walking|fbodyaccmeany|-0.24360627125
19|Walking|fbodyaccmeany|0.169258575663077
20|Walking|fbodyaccmeany|0.403465950921569
21|Walking|fbodyaccmeany|0.0338465813711538
22|Walking|fbodyaccmeany|0.145367520371739
23|Walking|fbodyaccmeany|-0.0724367317966102
24|Walking|fbodyaccmeany|-0.203193741396552
25|Walking|fbodyaccmeany|-0.251880271094595
26|Walking|fbodyaccmeany|-0.146702156576271
27|Walking|fbodyaccmeany|-0.13678354122807
28|Walking|fbodyaccmeany|-0.127912276044444
29|Walking|fbodyaccmeany|-0.0349642325433962
30|Walking|fbodyaccmeany|-0.193856663907692
1|Walking Downstairs|fbodyaccmeany|0.00154990783591837
2|Walking Downstairs|fbodyaccmeany|0.278345041765957
3|Walking Downstairs|fbodyaccmeany|-0.00770048300204082
4|Walking Downstairs|fbodyaccmeany|-0.129606639466667
5|Walking Downstairs|fbodyaccmeany|0.0792280694042553
6|Walking Downstairs|fbodyaccmeany|0.339771173822917
7|Walking Downstairs|fbodyaccmeany|-0.145302311446808
8|Walking Downstairs|fbodyaccmeany|0.388412779763158
9|Walking Downstairs|fbodyaccmeany|-0.183120455428571
10|Walking Downstairs|fbodyaccmeany|0.00904660360263158
11|Walking Downstairs|fbodyaccmeany|0.0247508134326087
12|Walking Downstairs|fbodyaccmeany|0.150510001156522
13|Walking Downstairs|fbodyaccmeany|-0.0364535247659574
14|Walking Downstairs|fbodyaccmeany|0.3714824704
15|Walking Downstairs|fbodyaccmeany|0.167518099964286
16|Walking Downstairs|fbodyaccmeany|-0.134598352726809
17|Walking Downstairs|fbodyaccmeany|-0.130272514565217
18|Walking Downstairs|fbodyaccmeany|-0.309049613818182
19|Walking Downstairs|fbodyaccmeany|0.494457802230769
20|Walking Downstairs|fbodyaccmeany|0.524187686888889
21|Walking Downstairs|fbodyaccmeany|0.181138042506667
22|Walking Downstairs|fbodyaccmeany|0.225766560777778
23|Walking Downstairs|fbodyaccmeany|0.0959432893981482
24|Walking Downstairs|fbodyaccmeany|-0.0861829752472727
25|Walking Downstairs|fbodyaccmeany|-0.196381053741379
26|Walking Downstairs|fbodyaccmeany|-0.006237000044
27|Walking Downstairs|fbodyaccmeany|-0.0626729573068182
28|Walking Downstairs|fbodyaccmeany|0.186441733869565
29|Walking Downstairs|fbodyaccmeany|-0.02122937175
30|Walking Downstairs|fbodyaccmeany|-0.0216637054241935
1|Walking Upstairs|fbodyaccmeany|-0.190976720811321
2|Walking Upstairs|fbodyaccmeany|0.00992445881854167
3|Walking Upstairs|fbodyaccmeany|-0.0788094156644068
4|Walking Upstairs|fbodyaccmeany|-0.117109161492308
5|Walking Upstairs|fbodyaccmeany|0.0728903158085106
6|Walking Upstairs|fbodyaccmeany|0.0978035099588235
7|Walking Upstairs|fbodyaccmeany|-0.381590523137255
8|Walking Upstairs|fbodyaccmeany|0.263431399878049
9|Walking Upstairs|fbodyaccmeany|-0.405022798163265
10|Walking Upstairs|fbodyaccmeany|-0.0390688222212766
11|Walking Upstairs|fbodyaccmeany|-0.254645206944444
12|Walking Upstairs|fbodyaccmeany|-0.168341519859615
13|Walking Upstairs|fbodyaccmeany|-0.0636564765818182
14|Walking Upstairs|fbodyaccmeany|0.0163939234574074
15|Walking Upstairs|fbodyaccmeany|-0.1019354328
16|Walking Upstairs|fbodyaccmeany|-0.268063812745098
17|Walking Upstairs|fbodyaccmeany|-0.1175197356
18|Walking Upstairs|fbodyaccmeany|-0.363450742586207
19|Walking Upstairs|fbodyaccmeany|0.111818164225
20|Walking Upstairs|fbodyaccmeany|-0.0293832440223529
21|Walking Upstairs|fbodyaccmeany|0.0221598658106383
22|Walking Upstairs|fbodyaccmeany|0.13068653882619
23|Walking Upstairs|fbodyaccmeany|-0.0769773944803922
24|Walking Upstairs|fbodyaccmeany|-0.252412541966102
25|Walking Upstairs|fbodyaccmeany|-0.380150805384615
26|Walking Upstairs|fbodyaccmeany|-0.185528313272727
27|Walking Upstairs|fbodyaccmeany|-0.249688517843137
28|Walking Upstairs|fbodyaccmeany|-0.190589069119608
29|Walking Upstairs|fbodyaccmeany|-0.196011503540816
30|Walking Upstairs|fbodyaccmeany|-0.297813768569231
1|Laying|fbodyaccmeanz|-0.8826668762
2|Laying|fbodyaccmeanz|-0.984380981875
3|Laying|fbodyaccmeanz|-0.968332141612903
4|Laying|fbodyaccmeanz|-0.967504278888889
5|Laying|fbodyaccmeanz|-0.977007724615385
6|Laying|fbodyaccmeanz|-0.938044912280702
7|Laying|fbodyaccmeanz|-0.958611644615385
8|Laying|fbodyaccmeanz|-0.944269514074074
9|Laying|fbodyaccmeanz|-0.9459190006
10|Laying|fbodyaccmeanz|-0.964300845172414
11|Laying|fbodyaccmeanz|-0.973576812807018
12|Laying|fbodyaccmeanz|-0.954724801666667
13|Laying|fbodyaccmeanz|-0.966295582741935
14|Laying|fbodyaccmeanz|-0.927882307058824
15|Laying|fbodyaccmeanz|-0.95156594625
16|Laying|fbodyaccmeanz|-0.974580069142857
17|Laying|fbodyaccmeanz|-0.965406091549296
18|Laying|fbodyaccmeanz|-0.988606906307692
19|Laying|fbodyaccmeanz|-0.985340447349398
20|Laying|fbodyaccmeanz|-0.976392651323529
21|Laying|fbodyaccmeanz|-0.961772190555556
22|Laying|fbodyaccmeanz|-0.954219235555556
23|Laying|fbodyaccmeanz|-0.977515213888889
24|Laying|fbodyaccmeanz|-0.976634815694444
25|Laying|fbodyaccmeanz|-0.816197953561644
26|Laying|fbodyaccmeanz|-0.984923123552632
27|Laying|fbodyaccmeanz|-0.987356589864865
28|Laying|fbodyaccmeanz|-0.961115672375
29|Laying|fbodyaccmeanz|-0.989473926666667
30|Laying|fbodyaccmeanz|-0.970321991714286
1|Sitting|fbodyaccmeanz|-0.959184889148936
2|Sitting|fbodyaccmeanz|-0.970162172608696
3|Sitting|fbodyaccmeanz|-0.917987925384615
4|Sitting|fbodyaccmeanz|-0.9517837432
5|Sitting|fbodyaccmeanz|-0.946064216818182
6|Sitting|fbodyaccmeanz|-0.935798115272727
7|Sitting|fbodyaccmeanz|-0.904675337916667
8|Sitting|fbodyaccmeanz|-0.959436275869565
9|Sitting|fbodyaccmeanz|-0.8922013438
10|Sitting|fbodyaccmeanz|-0.97464465462963
11|Sitting|fbodyaccmeanz|-0.972855110377359
12|Sitting|fbodyaccmeanz|-0.954626628823529
13|Sitting|fbodyaccmeanz|-0.956183063510204
14|Sitting|fbodyaccmeanz|-0.944126078888889
15|Sitting|fbodyaccmeanz|-0.963227004915254
16|Sitting|fbodyaccmeanz|-0.959552230434783
17|Sitting|fbodyaccmeanz|-0.97484160453125
18|Sitting|fbodyaccmeanz|-0.982996441403509
19|Sitting|fbodyaccmeanz|-0.96633509109589
20|Sitting|fbodyaccmeanz|-0.947597457121212
21|Sitting|fbodyaccmeanz|-0.970859342941176
22|Sitting|fbodyaccmeanz|-0.946635312419355
23|Sitting|fbodyaccmeanz|-0.942031166764706
24|Sitting|fbodyaccmeanz|-0.966991781176471
25|Sitting|fbodyaccmeanz|-0.974776131230769
26|Sitting|fbodyaccmeanz|-0.967519149358974
27|Sitting|fbodyaccmeanz|-0.974665817
28|Sitting|fbodyaccmeanz|-0.952226786666667
29|Sitting|fbodyaccmeanz|-0.975623030833333
30|Sitting|fbodyaccmeanz|-0.966274090645161
1|Standing|fbodyaccmeanz|-0.985297098679245
2|Standing|fbodyaccmeanz|-0.962471195740741
3|Standing|fbodyaccmeanz|-0.939507735245902
4|Standing|fbodyaccmeanz|-0.93164342125
5|Standing|fbodyaccmeanz|-0.915083799107143
6|Standing|fbodyaccmeanz|-0.942864017017544
7|Standing|fbodyaccmeanz|-0.938550519811321
8|Standing|fbodyaccmeanz|-0.950362935555556
9|Standing|fbodyaccmeanz|-0.941686874222222
10|Standing|fbodyaccmeanz|-0.955272383863636
11|Standing|fbodyaccmeanz|-0.987669785531915
12|Standing|fbodyaccmeanz|-0.947178200163934
13|Standing|fbodyaccmeanz|-0.97756730122807
14|Standing|fbodyaccmeanz|-0.9424220265
15|Standing|fbodyaccmeanz|-0.965473514528302
16|Standing|fbodyaccmeanz|-0.969999504230769
17|Standing|fbodyaccmeanz|-0.980231575769231
18|Standing|fbodyaccmeanz|-0.975772813972603
19|Standing|fbodyaccmeanz|-0.968543351780822
20|Standing|fbodyaccmeanz|-0.929985824794521
21|Standing|fbodyaccmeanz|-0.960274142134831
22|Standing|fbodyaccmeanz|-0.957101794126984
23|Standing|fbodyaccmeanz|-0.945170568823529
24|Standing|fbodyaccmeanz|-0.953817599275362
25|Standing|fbodyaccmeanz|-0.974051231216216
26|Standing|fbodyaccmeanz|-0.97321515527027
27|Standing|fbodyaccmeanz|-0.97414624525
28|Standing|fbodyaccmeanz|-0.934503028481013
29|Standing|fbodyaccmeanz|-0.984096024769231
30|Standing|fbodyaccmeanz|-0.938089774915254
1|Walking|fbodyaccmeanz|-0.331560117789474
2|Walking|fbodyaccmeanz|-0.453806369830508
3|Walking|fbodyaccmeanz|-0.412374074482759
4|Walking|fbodyaccmeanz|-0.631005470833333
5|Walking|fbodyaccmeanz|-0.490251090714286
6|Walking|fbodyaccmeanz|-0.498520164385965
7|Walking|fbodyaccmeanz|0.0385832252345614
8|Walking|fbodyaccmeanz|-0.238634594791667
9|Walking|fbodyaccmeanz|-0.250806259788462
10|Walking|fbodyaccmeanz|-0.41218272245283
11|Walking|fbodyaccmeanz|-0.616402910169492
12|Walking|fbodyaccmeanz|-0.4223253002
13|Walking|fbodyaccmeanz|-0.246851507561404
14|Walking|fbodyaccmeanz|-0.177366434042373
15|Walking|fbodyaccmeanz|-0.554942138148148
16|Walking|fbodyaccmeanz|-0.244363048235294
17|Walking|fbodyaccmeanz|-0.382832802295082
18|Walking|fbodyaccmeanz|-0.48977105125
19|Walking|fbodyaccmeanz|-0.104423357596154
20|Walking|fbodyaccmeanz|-0.272213861705882
21|Walking|fbodyaccmeanz|-0.300309066730769
22|Walking|fbodyaccmeanz|-0.25521651373913
23|Walking|fbodyaccmeanz|0.0814081078542373
24|Walking|fbodyaccmeanz|-0.344493013448276
25|Walking|fbodyaccmeanz|-0.533563220540541
26|Walking|fbodyaccmeanz|-0.33953964559322
27|Walking|fbodyaccmeanz|-0.312372595438596
28|Walking|fbodyaccmeanz|-0.356337638518519
29|Walking|fbodyaccmeanz|-0.279734839433962
30|Walking|fbodyaccmeanz|-0.309558882615385
1|Walking Downstairs|fbodyaccmeanz|-0.225574471693878
2|Walking Downstairs|fbodyaccmeanz|-0.131290772
3|Walking Downstairs|fbodyaccmeanz|-0.404452414285714
4|Walking Downstairs|fbodyaccmeanz|-0.494683451555556
5|Walking Downstairs|fbodyaccmeanz|-0.374740089574468
6|Walking Downstairs|fbodyaccmeanz|-0.277602590916667
7|Walking Downstairs|fbodyaccmeanz|-0.139216222106383
8|Walking Downstairs|fbodyaccmeanz|0.159589756534211
9|Walking Downstairs|fbodyaccmeanz|-0.103705822657857
10|Walking Downstairs|fbodyaccmeanz|-0.157728357742105
11|Walking Downstairs|fbodyaccmeanz|-0.377624755652174
12|Walking Downstairs|fbodyaccmeanz|-0.402121221521739
13|Walking Downstairs|fbodyaccmeanz|-0.151178724793617
14|Walking Downstairs|fbodyaccmeanz|0.280735952206667
15|Walking Downstairs|fbodyaccmeanz|-0.259812204547619
16|Walking Downstairs|fbodyaccmeanz|-0.04769426376
17|Walking Downstairs|fbodyaccmeanz|-0.3180818605
18|Walking Downstairs|fbodyaccmeanz|-0.505824358
19|Walking Downstairs|fbodyaccmeanz|0.110659220744872
20|Walking Downstairs|fbodyaccmeanz|-0.188098811986667
21|Walking Downstairs|fbodyaccmeanz|-0.0769713066866667
22|Walking Downstairs|fbodyaccmeanz|-0.322795653888889
23|Walking Downstairs|fbodyaccmeanz|0.280518877574074
24|Walking Downstairs|fbodyaccmeanz|-0.173825083587273
25|Walking Downstairs|fbodyaccmeanz|-0.556097089137931
26|Walking Downstairs|fbodyaccmeanz|-0.2796400557
27|Walking Downstairs|fbodyaccmeanz|-0.241600361090909
28|Walking Downstairs|fbodyaccmeanz|-0.308161634195652
29|Walking Downstairs|fbodyaccmeanz|-0.266692150208333
30|Walking Downstairs|fbodyaccmeanz|-0.25806736666129
1|Walking Upstairs|fbodyaccmeanz|-0.433349702075472
2|Walking Upstairs|fbodyaccmeanz|-0.281001986202083
3|Walking Upstairs|fbodyaccmeanz|-0.504494528474576
4|Walking Upstairs|fbodyaccmeanz|-0.524655722692308
5|Walking Upstairs|fbodyaccmeanz|-0.457470676808511
6|Walking Upstairs|fbodyaccmeanz|-0.42724809972549
7|Walking Upstairs|fbodyaccmeanz|-0.317461021372549
8|Walking Upstairs|fbodyaccmeanz|-0.0729496941121951
9|Walking Upstairs|fbodyaccmeanz|-0.384710423408163
10|Walking Upstairs|fbodyaccmeanz|-0.301206408085106
11|Walking Upstairs|fbodyaccmeanz|-0.551742083518519
12|Walking Upstairs|fbodyaccmeanz|-0.560841212692308
13|Walking Upstairs|fbodyaccmeanz|-0.404785239945455
14|Walking Upstairs|fbodyaccmeanz|0.191693742633333
15|Walking Upstairs|fbodyaccmeanz|-0.5395910825
16|Walking Upstairs|fbodyaccmeanz|-0.335853041176471
17|Walking Upstairs|fbodyaccmeanz|-0.3999234945625
18|Walking Upstairs|fbodyaccmeanz|-0.522728377068965
19|Walking Upstairs|fbodyaccmeanz|-0.2196444734075
20|Walking Upstairs|fbodyaccmeanz|-0.318431522156863
21|Walking Upstairs|fbodyaccmeanz|-0.321712974042553
22|Walking Upstairs|fbodyaccmeanz|-0.228019952309524
23|Walking Upstairs|fbodyaccmeanz|-0.070577489272549
24|Walking Upstairs|fbodyaccmeanz|-0.312792211016949
25|Walking Upstairs|fbodyaccmeanz|-0.542931828
26|Walking Upstairs|fbodyaccmeanz|-0.499502759272727
27|Walking Upstairs|fbodyaccmeanz|-0.418886395098039
28|Walking Upstairs|fbodyaccmeanz|-0.401732939215686
29|Walking Upstairs|fbodyaccmeanz|-0.320487882857143
30|Walking Upstairs|fbodyaccmeanz|-0.36751984
1|Laying|fbodyaccjerkmeanx|-0.9570738838
2|Laying|fbodyaccjerkmeanx|-0.985813630833333
3|Laying|fbodyaccjerkmeanx|-0.980513202258064
4|Laying|fbodyaccjerkmeanx|-0.978542457407407
5|Laying|fbodyaccjerkmeanx|-0.982689657115385
6|Laying|fbodyaccjerkmeanx|-0.967072436842105
7|Laying|fbodyaccjerkmeanx|-0.980393046923077
8|Laying|fbodyaccjerkmeanx|-0.973110596111111
9|Laying|fbodyaccjerkmeanx|-0.964304065
10|Laying|fbodyaccjerkmeanx|-0.979014668793104
11|Laying|fbodyaccjerkmeanx|-0.984884874385965
12|Laying|fbodyaccjerkmeanx|-0.968742758833333
13|Laying|fbodyaccjerkmeanx|-0.985199684354839
14|Laying|fbodyaccjerkmeanx|-0.972010709215686
15|Laying|fbodyaccjerkmeanx|-0.981329999027778
16|Laying|fbodyaccjerkmeanx|-0.988580046285714
17|Laying|fbodyaccjerkmeanx|-0.98147206915493
18|Laying|fbodyaccjerkmeanx|-0.986404709384615
19|Laying|fbodyaccjerkmeanx|-0.983478561807229
20|Laying|fbodyaccjerkmeanx|-0.983889985147059
21|Laying|fbodyaccjerkmeanx|-0.984188841222222
22|Laying|fbodyaccjerkmeanx|-0.969570326944444
23|Laying|fbodyaccjerkmeanx|-0.986204659166667
24|Laying|fbodyaccjerkmeanx|-0.985998546805556
25|Laying|fbodyaccjerkmeanx|-0.972859085753425
26|Laying|fbodyaccjerkmeanx|-0.989224043947368
27|Laying|fbodyaccjerkmeanx|-0.986679572567568
28|Laying|fbodyaccjerkmeanx|-0.980013419
29|Laying|fbodyaccjerkmeanx|-0.992153982028986
30|Laying|fbodyaccjerkmeanx|-0.976887901571429
1|Sitting|fbodyaccjerkmeanx|-0.986597022553191
2|Sitting|fbodyaccjerkmeanx|-0.987848793695652
3|Sitting|fbodyaccjerkmeanx|-0.974950363461538
4|Sitting|fbodyaccjerkmeanx|-0.9768457126
5|Sitting|fbodyaccjerkmeanx|-0.976024951136364
6|Sitting|fbodyaccjerkmeanx|-0.971037479818182
7|Sitting|fbodyaccjerkmeanx|-0.982037243958333
8|Sitting|fbodyaccjerkmeanx|-0.984977270652174
9|Sitting|fbodyaccjerkmeanx|-0.9655962396
10|Sitting|fbodyaccjerkmeanx|-0.989365013888889
11|Sitting|fbodyaccjerkmeanx|-0.980831750377358
12|Sitting|fbodyaccjerkmeanx|-0.977109887058824
13|Sitting|fbodyaccjerkmeanx|-0.992678212653061
14|Sitting|fbodyaccjerkmeanx|-0.981566649444444
15|Sitting|fbodyaccjerkmeanx|-0.988106102033898
16|Sitting|fbodyaccjerkmeanx|-0.990964251304348
17|Sitting|fbodyaccjerkmeanx|-0.99454262109375
18|Sitting|fbodyaccjerkmeanx|-0.991924709824561
19|Sitting|fbodyaccjerkmeanx|-0.986775590136986
20|Sitting|fbodyaccjerkmeanx|-0.982243603030303
21|Sitting|fbodyaccjerkmeanx|-0.989759187058823
22|Sitting|fbodyaccjerkmeanx|-0.980944505967742
23|Sitting|fbodyaccjerkmeanx|-0.984550863529412
24|Sitting|fbodyaccjerkmeanx|-0.988857403235294
25|Sitting|fbodyaccjerkmeanx|-0.992478846153846
26|Sitting|fbodyaccjerkmeanx|-0.992025427435897
27|Sitting|fbodyaccjerkmeanx|-0.990839607428571
28|Sitting|fbodyaccjerkmeanx|-0.976891804583333
29|Sitting|fbodyaccjerkmeanx|-0.993445760166667
30|Sitting|fbodyaccjerkmeanx|-0.988775436451613
1|Standing|fbodyaccjerkmeanx|-0.994630797358491
2|Standing|fbodyaccjerkmeanx|-0.980973241666667
3|Standing|fbodyaccjerkmeanx|-0.957666856721311
4|Standing|fbodyaccjerkmeanx|-0.972310894285714
5|Standing|fbodyaccjerkmeanx|-0.963059235178571
6|Standing|fbodyaccjerkmeanx|-0.97348053877193
7|Standing|fbodyaccjerkmeanx|-0.976323086226415
8|Standing|fbodyaccjerkmeanx|-0.989029238518519
9|Standing|fbodyaccjerkmeanx|-0.971313768666667
10|Standing|fbodyaccjerkmeanx|-0.963565166136364
11|Standing|fbodyaccjerkmeanx|-0.992385450851064
12|Standing|fbodyaccjerkmeanx|-0.971971634098361
13|Standing|fbodyaccjerkmeanx|-0.988198276666667
14|Standing|fbodyaccjerkmeanx|-0.97818164
15|Standing|fbodyaccjerkmeanx|-0.985353492641509
16|Standing|fbodyaccjerkmeanx|-0.991038638974359
17|Standing|fbodyaccjerkmeanx|-0.992129225769231
18|Standing|fbodyaccjerkmeanx|-0.989544971232877
19|Standing|fbodyaccjerkmeanx|-0.985039596164384
20|Standing|fbodyaccjerkmeanx|-0.959710489315069
21|Standing|fbodyaccjerkmeanx|-0.976803010674157
22|Standing|fbodyaccjerkmeanx|-0.974969214761905
23|Standing|fbodyaccjerkmeanx|-0.983283252058823
24|Standing|fbodyaccjerkmeanx|-0.98116164057971
25|Standing|fbodyaccjerkmeanx|-0.988404654864865
26|Standing|fbodyaccjerkmeanx|-0.990586982162162
27|Standing|fbodyaccjerkmeanx|-0.987771749375
28|Standing|fbodyaccjerkmeanx|-0.968513715189873
29|Standing|fbodyaccjerkmeanx|-0.993736906
30|Standing|fbodyaccjerkmeanx|-0.967857589322034
1|Walking|fbodyaccjerkmeanx|-0.170546964549579
2|Walking|fbodyaccjerkmeanx|-0.304615322881356
3|Walking|fbodyaccjerkmeanx|-0.304694442551724
4|Walking|fbodyaccjerkmeanx|-0.358883413666667
5|Walking|fbodyaccjerkmeanx|-0.344954806428571
6|Walking|fbodyaccjerkmeanx|-0.150942917824561
7|Walking|fbodyaccjerkmeanx|-0.383715797719298
8|Walking|fbodyaccjerkmeanx|-0.311198711041667
9|Walking|fbodyaccjerkmeanx|-0.314265401346154
10|Walking|fbodyaccjerkmeanx|-0.107941107467925
11|Walking|fbodyaccjerkmeanx|-0.453265268813559
12|Walking|fbodyaccjerkmeanx|-0.08161979534
13|Walking|fbodyaccjerkmeanx|-0.290460801694737
14|Walking|fbodyaccjerkmeanx|-0.472360616779661
15|Walking|fbodyaccjerkmeanx|-0.39082198537037
16|Walking|fbodyaccjerkmeanx|-0.44140618254902
17|Walking|fbodyaccjerkmeanx|-0.423446094590164
18|Walking|fbodyaccjerkmeanx|-0.414797154464286
19|Walking|fbodyaccjerkmeanx|0.0336380997853846
20|Walking|fbodyaccjerkmeanx|-0.138717234372549
21|Walking|fbodyaccjerkmeanx|-0.200442011365385
22|Walking|fbodyaccjerkmeanx|-0.0367047077608696
23|Walking|fbodyaccjerkmeanx|-0.290410454881356
24|Walking|fbodyaccjerkmeanx|-0.509628168793103
25|Walking|fbodyaccjerkmeanx|-0.625595376891892
26|Walking|fbodyaccjerkmeanx|-0.36422676440678
27|Walking|fbodyaccjerkmeanx|-0.345482736842105
28|Walking|fbodyaccjerkmeanx|-0.36260198037037
29|Walking|fbodyaccjerkmeanx|-0.210469887150943
30|Walking|fbodyaccjerkmeanx|-0.389595631107692
1|Walking Downstairs|fbodyaccjerkmeanx|-0.0276638676122449
2|Walking Downstairs|fbodyaccjerkmeanx|0.138120681087234
3|Walking Downstairs|fbodyaccjerkmeanx|-0.0906707125102041
4|Walking Downstairs|fbodyaccjerkmeanx|-0.16163290774
5|Walking Downstairs|fbodyaccjerkmeanx|-0.0368012151170213
6|Walking Downstairs|fbodyaccjerkmeanx|0.136554991314583
7|Walking Downstairs|fbodyaccjerkmeanx|-0.0305226686191489
8|Walking Downstairs|fbodyaccjerkmeanx|0.214841402815789
9|Walking Downstairs|fbodyaccjerkmeanx|-0.0645354342404762
10|Walking Downstairs|fbodyaccjerkmeanx|0.181419131002632
11|Walking Downstairs|fbodyaccjerkmeanx|-0.120463004665217
12|Walking Downstairs|fbodyaccjerkmeanx|-0.00701472271717392
13|Walking Downstairs|fbodyaccjerkmeanx|-0.11485155627234
14|Walking Downstairs|fbodyaccjerkmeanx|-0.0337820458644444
15|Walking Downstairs|fbodyaccjerkmeanx|0.0619687485333333
16|Walking Downstairs|fbodyaccjerkmeanx|-0.155444882765957
17|Walking Downstairs|fbodyaccjerkmeanx|-0.215092049054348
18|Walking Downstairs|fbodyaccjerkmeanx|-0.412728286727273
19|Walking Downstairs|fbodyaccjerkmeanx|0.474317256051282
20|Walking Downstairs|fbodyaccjerkmeanx|-0.199360430553978
21|Walking Downstairs|fbodyaccjerkmeanx|-0.0377894711288889
22|Walking Downstairs|fbodyaccjerkmeanx|0.0383364203555556
23|Walking Downstairs|fbodyaccjerkmeanx|0.201542909494444
24|Walking Downstairs|fbodyaccjerkmeanx|-0.376175794909091
25|Walking Downstairs|fbodyaccjerkmeanx|-0.525789450689655
26|Walking Downstairs|fbodyaccjerkmeanx|-0.201368098258
27|Walking Downstairs|fbodyaccjerkmeanx|-0.0437826262613636
28|Walking Downstairs|fbodyaccjerkmeanx|-0.0268676982326087
29|Walking Downstairs|fbodyaccjerkmeanx|-0.0382458213333333
30|Walking Downstairs|fbodyaccjerkmeanx|-0.234923146633871
1|Walking Upstairs|fbodyaccjerkmeanx|-0.479875245660377
2|Walking Upstairs|fbodyaccjerkmeanx|-0.258639439729167
3|Walking Upstairs|fbodyaccjerkmeanx|-0.478434306271186
4|Walking Upstairs|fbodyaccjerkmeanx|-0.418304647307692
5|Walking Upstairs|fbodyaccjerkmeanx|-0.289725470425532
6|Walking Upstairs|fbodyaccjerkmeanx|-0.244812769960784
7|Walking Upstairs|fbodyaccjerkmeanx|-0.454647881960784
8|Walking Upstairs|fbodyaccjerkmeanx|-0.200277249165854
9|Walking Upstairs|fbodyaccjerkmeanx|-0.402044750408163
10|Walking Upstairs|fbodyaccjerkmeanx|-0.20121432216383
11|Walking Upstairs|fbodyaccjerkmeanx|-0.495927371666667
12|Walking Upstairs|fbodyaccjerkmeanx|-0.385843754230769
13|Walking Upstairs|fbodyaccjerkmeanx|-0.506212135636364
14|Walking Upstairs|fbodyaccjerkmeanx|-0.383497147037037
15|Walking Upstairs|fbodyaccjerkmeanx|-0.2370530733125
16|Walking Upstairs|fbodyaccjerkmeanx|-0.546088862941176
17|Walking Upstairs|fbodyaccjerkmeanx|-0.360272225833333
18|Walking Upstairs|fbodyaccjerkmeanx|-0.589410590172414
19|Walking Upstairs|fbodyaccjerkmeanx|-0.2053226461925
20|Walking Upstairs|fbodyaccjerkmeanx|-0.256162264623529
